Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Attendance (%),Target,Target_Label,Cluster
2,12,3,1,0,6,126.49094565943771,17,4,1,2,7,114.68181841467768,1,0,0,1,1,0,23,0,1,4,4,3,17.267402961838265,0,2,3,4,3,17.783348768387132,1,6.0,1.5113823334764236,0.553429316947796,50.10417417065234,1,Enrolled,0
0,11,6,5,1,9,117.72888368719208,21,3,5,8,7,185.88951094640208,0,0,0,1,1,1,29,0,1,3,3,3,7.578571184157769,0,2,6,7,6,8.237947498153249,0,10.82113065975384,3.367144288867265,-2.2901620351966256,79.32893986107118,0,Dropout,0
0,9,5,2,0,8,152.7753458501401,10,4,1,8,3,164.72875100356435,1,0,0,0,0,0,25,0,0,3,3,2,11.292450888143406,0,2,4,4,4,8.436462660965944,0,9.99684916803268,-0.2779296526828796,-0.7357947563048395,87.55964099363098,0,Dropout,0
0,4,7,14,0,9,140.6651102620087,18,1,6,6,6,169.73734336375398,0,0,1,1,0,1,43,0,1,5,5,3,14.561545082867934,1,0,4,4,3,14.879553581934514,1,10.577040900189427,3.272679975191185,-1.6855580340502716,72.55422673045713,2,Graduate,2
0,13,3,11,0,10,158.08491932176838,12,5,1,0,1,122.7710935967162,1,0,0,0,0,1,18,0,2,3,4,1,17.09825772508395,1,2,5,5,2,20.0,0,8.73547780749007,0.4682345296680859,1.703609811683627,94.7130704026407,2,Graduate,0
0,10,7,9,0,9,126.8181986740524,1,2,6,9,2,145.00741411993226,0,0,1,0,1,1,21,0,0,5,6,4,12.951758058046444,0,2,3,3,1,11.509376665187526,1,8.029244136157752,0.7713799020877072,-0.8458716875015468,85.70235328306366,2,Graduate,2
1,1,7,8,0,8,134.63859339991853,4,5,5,2,7,113.92763265985712,0,0,0,1,1,1,45,0,1,5,6,5,10.261818851267533,1,1,3,3,1,10.611163217911187,1,9.354714549697595,2.2410771573010875,-1.553094903738111,93.12902372968428,2,Graduate,2
0,10,1,7,0,9,168.87196269118724,5,2,4,7,3,145.43389485279926,1,0,0,1,0,0,35,0,0,4,5,3,12.261945363836992,1,2,4,5,4,7.35686099937298,0,10.417452517156851,2.1090937845222446,-0.1314660554767565,97.64058297766589,1,Enrolled,0
0,13,5,15,0,7,106.76537650691664,3,3,5,5,9,95.80697838486536,0,0,1,1,0,0,24,0,2,3,3,1,11.71563441915141,1,2,5,6,5,12.047870461256911,1,12.021015552634768,1.3735117330415971,2.154885822481225,90.2541705945146,1,Enrolled,0
0,7,3,9,0,7,133.10409155076212,1,2,3,8,5,166.5574220477824,0,0,0,0,0,1,17,0,0,5,5,4,11.87658690710283,0,0,6,6,5,12.118010172530044,1,7.569468999851296,0.5838770778880757,0.7586263461981664,79.68094480635168,1,Enrolled,1
0,8,4,10,0,11,115.76307761258153,7,2,3,9,7,123.87761690404464,0,0,0,1,1,0,38,0,1,3,4,1,11.47687429555426,0,0,6,7,6,11.468059488784233,0,12.373454578314432,0.0073007128199558,2.7838755912902178,46.63085651677108,0,Dropout,0
1,17,1,2,0,4,172.3007251129771,20,6,3,8,7,147.57112098168076,0,0,0,0,1,0,33,1,2,4,5,4,11.478399278826863,0,1,4,5,2,13.004310601957227,0,11.961539785930968,1.4080281828372825,2.507952163351166,97.85477478549836,1,Enrolled,2
1,1,1,14,1,1,187.9265940205672,12,5,3,0,4,152.21185377579536,1,0,0,1,1,0,23,0,2,3,3,3,6.9942132460671855,0,0,4,5,1,5.996621410924125,1,11.56183039240452,1.2452416710652991,-0.5497984982854189,54.61156336960474,0,Dropout,0
0,16,2,10,0,7,139.61712277631642,21,6,1,5,6,126.15089886598246,1,0,0,1,0,0,41,0,2,4,5,2,14.050538095344416,1,0,6,6,6,16.691541936378634,1,15.490765566814698,0.5492745707946264,1.0423518292245568,64.65143251999514,2,Graduate,1
0,4,2,5,0,8,145.83825532954324,6,5,1,2,0,120.04347677835658,0,0,0,1,0,0,20,0,2,4,4,3,15.36156744358071,1,2,6,7,4,12.85373981043375,1,6.0,1.193354057596969,2.7759295144094924,54.21695955864649,0,Dropout,0
1,17,8,5,0,9,132.71831578217072,20,5,5,4,4,136.9948066301072,1,0,0,1,1,1,22,1,2,4,5,4,18.244382350965974,0,1,6,6,6,20.0,0,15.851818831558036,1.8010707352443365,-0.0690302923924752,67.2131693832259,2,Graduate,1
0,13,4,2,0,1,131.8684635887745,17,1,2,0,2,160.07414209518777,0,0,0,0,0,0,47,0,2,5,6,5,16.011403348644436,0,2,5,6,4,16.24304105294416,0,8.039011458804188,2.783842090248174,1.2322812517034336,52.22471240299311,1,Enrolled,1
2,10,6,13,0,9,136.83817887536836,11,2,2,6,3,136.32536428445692,0,0,1,1,1,1,35,0,2,6,7,4,15.832760252036756,0,2,3,3,3,15.353659219809446,1,10.724652027301396,1.7340753665863584,-0.8233329203965465,76.41506521799911,2,Graduate,2
1,9,2,7,0,7,105.32299430446209,8,5,6,5,0,155.07394464908472,0,0,0,0,0,0,43,0,1,5,6,5,14.036042185983504,1,1,4,4,4,10.156540670884592,0,10.13215853425347,1.2892618738428074,0.3940941071927578,65.51728204874348,0,Dropout,2
0,14,3,15,0,7,149.52647784894586,11,1,1,9,0,159.85228847916147,0,0,1,1,0,1,26,0,0,3,3,3,6.83106734885426,1,0,4,4,2,3.756819922986677,1,6.0,0.5118696271116758,0.3354832403257078,74.24607093401715,0,Dropout,0
0,17,6,15,1,3,113.32191843006244,13,6,4,4,2,135.188677955977,0,0,0,1,0,0,42,0,0,5,5,5,13.980493926051096,1,1,5,5,3,14.557592612112696,1,11.587027961229182,0.6066396125297222,1.9289612034802404,82.31796712630354,2,Graduate,1
0,3,8,6,1,1,127.21529574164092,9,6,1,1,3,137.18308746496336,0,0,0,0,0,1,35,0,0,5,5,2,13.393318385697633,1,2,6,6,5,11.301298140509603,0,12.591284561134756,1.759734415183695,0.109738821289539,38.84987651373383,0,Dropout,1
0,1,8,7,1,7,135.72998290662872,19,3,4,7,2,143.4701844684685,1,1,1,1,1,1,19,0,2,6,6,3,16.604556691794038,1,1,5,5,4,18.792188558436653,1,11.26661969338744,1.8248987714306488,1.187881093860037,88.54479225909502,2,Graduate,1
1,1,2,4,1,10,118.23271963485048,20,3,2,4,1,168.56011563956525,0,0,0,1,0,0,29,0,0,3,4,2,14.98617521948047,0,0,6,6,5,15.40476459872068,0,6.0,1.2333007301088887,1.4860609714923716,56.79441796442974,1,Enrolled,0
0,2,8,4,0,8,148.15088056177487,5,2,1,1,6,131.41796014260078,0,0,0,0,1,1,44,1,0,4,4,3,12.545445749089136,1,1,4,4,2,8.682909910179427,1,6.279500629307442,2.5860920778445298,-0.620321440940496,60.54812758343472,0,Dropout,0
0,16,1,1,1,6,124.54066188466386,10,5,6,3,9,168.44376314571997,0,0,0,0,1,1,36,0,0,4,4,4,19.853532794194496,0,2,3,4,0,20.0,0,7.908146707656138,1.5706043497441338,0.0755265772536675,80.19539923722726,2,Graduate,2
0,9,4,11,0,7,158.44240324648882,13,2,5,9,8,146.37818629819932,0,0,0,0,1,1,44,0,2,3,3,3,15.969597597645222,0,2,5,5,2,15.263569882599654,0,13.818279078030722,0.9163336842119396,1.633502118361088,51.832787857994845,1,Enrolled,0
0,14,3,5,1,9,115.8333940071664,5,2,3,7,2,121.58472666231204,0,0,0,1,0,1,24,0,2,5,5,3,14.189526216496468,1,2,6,7,4,13.775126293591706,0,10.288360535289485,0.7139496896962974,3.5,68.87297869817382,1,Enrolled,1
0,1,1,2,1,8,131.328510049307,3,2,2,7,8,138.95015371928497,0,0,0,1,1,0,17,0,0,6,6,6,14.59359825740618,0,2,4,4,3,16.905062268759846,0,6.0,0.6334263878506575,-1.4630189726457103,77.83459353658243,2,Graduate,2
1,3,1,5,1,5,111.41866220175382,17,1,1,2,7,111.98414911990766,0,0,1,0,1,1,19,0,1,6,7,6,13.21413772500486,1,0,3,3,2,9.428388292500603,0,16.192972573679132,2.0760323992847245,1.7456021335837062,75.71740888409488,0,Dropout,2
0,1,5,5,1,11,156.6145253889843,10,2,1,9,4,106.34981820966632,0,0,0,0,1,0,29,0,1,3,4,2,13.05776559358895,1,1,5,5,5,9.946179494519932,1,14.500729841333118,0.7543887535628829,2.985389595762374,59.60217314085487,0,Dropout,0
0,11,2,13,0,4,128.1598651739424,17,6,3,7,5,155.17123121385148,1,0,1,1,0,0,44,0,0,3,4,3,5.40423349894263,0,1,5,6,5,5.918182326129526,0,6.739779785111868,1.6290812487681887,0.9720574386521764,63.44032692309469,0,Dropout,0
0,5,7,12,0,11,122.74327205104302,6,3,2,9,0,159.9442230326193,1,0,1,1,0,1,41,1,0,5,5,4,9.797206872861969,1,1,4,5,2,5.250283606716186,1,8.772160474779014,0.4818120860094683,-0.8256672523256599,39.73476744901299,0,Dropout,2
0,11,6,10,0,4,130.82100487294963,14,5,5,8,5,139.17440634057704,0,0,0,1,1,0,49,0,1,6,6,5,11.10675469991796,0,0,5,5,3,9.28888550834968,0,9.141035276395192,1.2995683288728224,0.7056271034152499,49.35286331943627,0,Dropout,1
1,6,3,13,0,4,132.590594408712,9,4,5,1,8,141.19203418465423,0,0,0,1,0,1,22,0,0,3,4,2,14.577220189743825,0,1,4,5,3,16.72336968970616,1,11.56947081332051,1.4345529208471155,-0.941006322462951,46.08173346283361,1,Enrolled,0
1,7,4,9,1,2,143.91692199649896,5,4,5,5,6,125.5809083173772,0,0,1,0,1,1,48,0,0,5,6,5,7.219107790281513,1,1,5,6,5,6.647285006609274,0,10.596634035696106,4.0,-0.1050556979522925,82.0865888947528,0,Dropout,1
0,13,4,5,1,10,146.86064378555977,20,4,2,2,8,144.24698562836062,1,0,1,1,1,1,37,0,2,5,5,5,11.17591421547148,1,0,3,4,3,7.439838948354077,0,7.956104384031301,-0.0685222814596058,1.493673144706653,55.06612414172719,0,Dropout,2
0,16,4,6,0,10,131.66515006918556,8,5,6,4,4,189.53696927161135,0,0,0,1,0,1,32,0,2,3,3,2,10.727386982092543,0,2,3,4,3,10.900131058460476,0,13.933304926836446,2.470397520328066,0.6910738422817789,68.90609934917188,1,Enrolled,0
0,3,5,17,0,7,134.13971120377073,16,2,5,3,4,165.24241800633757,0,0,0,0,1,0,37,0,1,6,6,3,13.408641862434695,0,2,5,5,5,12.096432837286468,1,15.23193382647543,0.5777215460377354,1.152816691768796,74.39876400030818,1,Enrolled,1
0,15,8,5,0,8,90.0,7,6,4,7,4,138.0985667768283,0,0,0,1,0,0,27,0,0,4,5,4,14.585930880486698,0,0,4,5,3,12.530203617892282,0,9.851647844872332,3.119688854431393,-1.304661776684913,61.33222659164071,1,Enrolled,0
1,8,3,11,0,7,125.05583119272303,2,5,1,6,5,135.920266130977,1,0,0,1,0,0,35,0,2,5,6,2,10.739656415346998,1,0,6,7,3,19.330801601289032,1,8.278868789529279,0.6623669674100977,-0.2997171008137602,51.63424374453572,0,Dropout,1
0,16,1,6,0,11,166.4750769634235,9,5,4,6,3,130.59022488071247,0,0,0,1,1,0,36,0,0,4,5,3,10.99122605561026,1,2,5,6,5,12.12829576656361,1,14.785361255800044,2.7434843374505933,1.9034474594866453,63.83534691242208,0,Dropout,1
0,17,6,9,0,10,144.87129440480822,21,6,2,0,9,104.72331610398926,0,0,0,0,0,0,34,0,2,5,6,3,10.61896457729247,0,0,6,7,5,9.610309463977886,1,6.0,1.7660907381767044,-2.214755854392603,89.57448261885757,0,Dropout,1
0,13,5,12,0,8,111.39102061319122,10,1,5,5,8,127.9271788192902,0,0,0,1,0,0,30,0,1,6,7,6,11.634551331592926,1,1,4,4,4,13.580315116235168,1,7.316927961844474,-0.0976461883157477,-1.5873881773495253,83.32769396225889,2,Graduate,2
2,3,6,4,1,11,126.47460877601186,19,6,5,1,6,156.85579481258645,0,0,0,1,1,1,31,0,0,4,5,4,12.82099028862428,0,1,6,6,3,11.793523435873944,0,12.938096831208444,1.7384723228520804,0.2499454273025533,90.9190994067736,1,Enrolled,1
2,3,6,15,1,11,121.87260053153882,4,5,5,7,2,116.69954341312436,1,0,0,1,1,1,47,0,1,3,4,3,17.60293867328785,1,0,5,5,3,16.007599250150278,1,14.1746309512387,2.1187067922470293,-0.131422951144737,94.24109823157782,2,Graduate,0
2,13,2,4,0,9,158.54239454577723,13,1,3,5,9,132.99856697038837,1,0,0,1,0,0,17,1,2,5,6,5,9.456271104287351,1,2,3,3,3,9.90488611442425,0,9.041419226932756,2.205174931023773,2.1849705881364887,64.21818547178106,0,Dropout,2
0,17,1,14,0,8,156.3095632213897,2,3,3,8,6,112.04547144467858,1,0,0,0,0,1,19,0,2,3,4,0,19.127943750775096,1,1,4,5,1,20.0,1,16.84089291600587,1.2156774779201744,-3.510589587532768,67.96138877029378,2,Graduate,0
1,14,4,17,1,5,117.81783266632752,19,1,6,9,2,159.63611575137938,0,0,0,0,1,0,32,0,2,3,4,3,8.681637693790902,0,2,3,4,2,10.69599919554733,1,6.0,4.0,0.6515240997890426,76.3391564283704,1,Enrolled,0
1,5,2,2,0,4,135.21727337808048,6,4,5,0,2,108.16920929654502,0,0,0,1,0,0,39,0,2,6,7,5,16.341247427372444,0,1,3,4,3,19.60041137797842,1,13.28419729998506,3.8353036697808736,3.2677206820745823,51.63956895809672,1,Enrolled,2
1,12,3,14,1,5,110.05690915643204,16,1,1,7,3,154.8169476815459,0,0,0,0,0,1,27,0,0,3,3,3,11.33471419351988,1,2,3,4,2,14.003477994801518,0,10.259245940188602,1.905758878014865,1.3886222449088588,69.56926598983621,2,Graduate,0
2,16,3,4,0,11,121.21446320039529,15,3,3,1,1,165.71601525182703,0,0,0,1,0,1,28,0,2,5,6,4,9.811646385948526,0,0,5,5,5,11.653071670358644,0,8.54004621614439,-0.0793579158702999,-1.9606345001341048,68.17082499518787,1,Enrolled,1
0,6,7,2,1,1,122.02537944444806,14,5,6,6,7,131.9156038523882,1,0,1,1,0,1,26,0,0,3,4,3,17.60907943463969,1,1,4,4,3,19.707248081321403,1,12.633324284586443,0.2996555615075025,3.5,58.498844119230654,2,Graduate,0
0,9,7,13,0,5,119.55023032823188,13,4,2,2,0,122.82691461351612,0,0,0,1,0,0,48,0,1,3,4,3,13.286134612625712,1,1,6,7,3,15.947884633298234,0,8.829375203774186,1.1772401743864296,-0.1843456650184994,68.05086966642489,1,Enrolled,0
0,16,6,7,0,6,143.0564998412134,17,1,5,6,9,151.87794883346012,0,0,0,1,0,1,32,1,2,5,5,5,13.152204250113307,1,1,3,3,1,14.626769221431468,1,6.738896231373353,1.3847842193219988,-3.5815276723956435,74.05526500581166,1,Enrolled,2
0,4,7,8,0,9,164.6811784334476,18,6,1,0,0,180.06062864066013,1,0,0,1,0,1,24,0,0,3,3,1,12.030234391804171,0,0,6,6,6,7.766732799456567,1,10.346345458508504,0.5086564001788264,2.2616872032581408,73.11666777440149,1,Enrolled,0
1,6,5,10,1,9,133.67398802088525,20,2,3,9,0,173.5419390262497,1,0,1,0,1,1,28,0,0,6,6,6,10.96488104258851,0,0,4,4,4,11.908993072246991,1,9.837427635706808,0.847519857811738,-0.6547929254033764,84.11633471205775,1,Enrolled,2
1,1,3,3,0,10,111.79119584144642,1,6,2,8,3,138.15598896819034,0,0,0,1,1,1,40,0,0,5,5,5,12.381039474979112,1,2,4,5,4,15.523482288851175,0,7.658324387342377,-0.8866219199088166,3.5,49.92648958225739,0,Dropout,2
0,8,7,4,0,3,139.57834840991242,4,5,3,5,0,117.9204357629605,0,0,0,1,1,1,44,0,2,6,6,6,1.7058513132679547,1,2,6,7,6,0.0,1,8.280548827894448,-1.0,2.0989710758999776,76.23735465720554,0,Dropout,1
0,6,4,6,1,11,139.6084257525466,16,4,6,6,2,134.1976882744329,0,0,0,1,1,1,24,0,0,3,4,0,6.512080688806118,1,2,6,6,6,5.231942788177413,0,8.760872488057025,1.5165103503106026,3.5,79.43572390980225,0,Dropout,0
2,3,5,7,0,8,130.8475476847058,18,4,6,8,6,97.75227850476143,1,0,0,0,1,1,44,1,1,4,5,3,14.373113766515868,0,1,3,3,2,13.922856411974696,1,6.0,3.4108683500651207,-1.0960783591904673,78.15381140456152,1,Enrolled,2
0,14,5,7,1,8,175.90052570210565,10,1,2,9,2,126.10737188039955,0,0,0,1,0,1,42,0,1,6,6,5,17.13972079665229,0,2,6,7,4,17.314980950278645,1,6.0,-0.361311344767641,3.1003797985188646,50.96996242434963,1,Enrolled,1
0,2,4,17,1,9,140.3707944594938,20,5,5,0,1,151.26364864234753,1,0,0,0,0,1,24,0,1,6,7,5,17.772447904965052,1,2,6,6,4,16.08469471841713,0,12.79926829382444,1.2439515813932362,-0.663822494000387,86.76120019536842,2,Graduate,1
0,16,3,6,0,1,147.6240806316252,8,5,1,7,9,130.8073228990858,0,0,0,0,0,0,44,0,1,3,3,3,9.650505301309073,1,1,5,5,5,9.493660587159937,0,6.0,1.477810981159949,1.418414313724933,54.4743400360629,0,Dropout,0
0,13,2,12,0,5,90.0,6,2,4,6,5,124.98877149933516,0,0,0,0,0,1,44,0,1,4,5,3,13.674875426266764,0,2,3,3,3,14.65800615050238,0,9.946588897774742,1.947300831673053,1.1103264189248911,87.80161156562464,2,Graduate,2
0,16,5,11,0,5,113.8163900882674,17,2,3,1,7,138.6127848908192,0,0,0,1,1,0,43,0,0,5,6,5,5.32283713115252,1,1,3,4,3,0.0,0,6.0,0.8875496094275646,3.297046976235926,71.79360613292002,0,Dropout,2
0,11,2,17,1,7,146.30599943031305,5,4,1,0,3,133.26615458316766,0,0,0,0,0,0,33,1,2,4,5,4,11.77013686229823,0,1,4,4,4,11.657078978852116,1,14.518421528840996,0.1797911858938985,2.2577949125886576,72.82350727234501,1,Enrolled,0
0,11,2,3,0,11,141.2439395794971,4,6,4,9,3,158.88732851075946,1,0,1,0,0,1,25,0,1,5,6,4,15.882922835949689,0,2,6,6,6,14.626479200834668,1,9.190986783787556,2.274932707836141,-0.036773108512814,59.92440776734402,1,Enrolled,1
0,16,7,15,0,8,126.67313363654968,4,4,5,0,1,106.83109498638916,0,0,0,0,1,1,49,0,2,3,4,2,12.93875929020713,0,2,5,6,5,8.371560371188707,0,13.353145398641768,-0.8449399253174832,2.759573919960487,91.8982730452098,1,Enrolled,0
0,10,2,5,0,11,144.9784317383768,19,3,6,3,4,153.1616891153671,0,0,1,0,0,1,36,1,2,4,5,4,11.838882727650216,0,2,4,5,3,12.94938194779754,0,16.343235822070874,1.9581472670020208,0.6344470791494256,46.44664483098032,0,Dropout,0
0,17,6,4,1,7,155.40060422921698,9,4,2,4,9,138.846540855239,0,0,0,1,0,0,29,0,0,3,4,3,12.95348868244574,0,0,5,5,2,13.431717808111824,1,6.133527581817962,0.5352968938408329,2.0484066646342307,87.83204784480317,2,Graduate,0
0,12,2,1,0,6,124.59781874144758,13,2,5,6,7,150.85695401653018,1,0,0,0,1,0,44,0,2,6,7,4,17.489966435661074,1,2,3,4,2,17.602289557627035,1,7.957721819823628,1.7926165301852814,1.3321824982527493,40.63623138346472,0,Dropout,2
1,5,8,3,0,4,121.29397105035348,7,1,1,7,0,105.27245050202144,0,0,0,0,0,0,45,0,1,4,5,3,12.143544201449997,1,0,6,7,4,13.369757455226775,1,12.61604300645374,2.892611755372121,0.4163739590223295,82.463042127906,2,Graduate,1
0,12,4,10,1,9,129.3683536593357,18,3,1,1,1,162.07615806157477,1,0,1,1,0,1,29,0,2,5,5,5,13.25425474565157,1,1,5,5,5,13.757379554878623,0,8.101299004201987,0.6763917771757036,-1.5825009679468682,77.22901495568296,2,Graduate,1
0,3,7,13,1,2,145.95901818615266,18,4,3,8,0,153.5760136043139,0,0,0,1,0,1,22,0,0,6,6,6,18.31788108929469,1,1,4,4,1,16.17313525149892,0,10.871107145099698,1.05818740778648,1.1660530462011818,59.068405515226274,2,Graduate,2
0,10,1,7,0,6,122.40290479902652,17,2,6,6,3,181.83018776598112,0,0,0,1,0,1,34,1,2,5,6,3,12.200873380259432,1,2,3,3,3,13.708330408702404,1,10.307731946885031,0.9952872288412552,-0.4150301321787029,37.37568214396082,0,Dropout,2
0,16,3,14,0,10,153.76420352671977,8,6,4,5,6,119.18157741037555,0,0,0,1,0,1,21,0,2,6,7,4,7.272168882600821,1,2,5,6,5,9.20776266562999,1,6.0,4.0,-1.4142201833504238,47.11923606578935,0,Dropout,1
0,11,1,13,0,6,124.39572283012592,11,3,4,7,2,125.37559742604536,0,0,0,0,1,1,41,0,2,5,5,2,17.789428064955363,1,2,5,6,5,14.774909531189028,1,12.831007655276094,1.3464267438304411,2.294833449509412,53.85397032373477,1,Enrolled,1
0,16,6,5,1,11,122.68960374646691,6,1,3,1,7,95.39543382001877,0,0,0,1,1,1,18,0,1,5,5,5,16.554581834128868,0,0,4,4,4,18.455868269620066,1,9.588564524927309,1.2913716978161478,-0.3355560107318975,96.01698093853484,2,Graduate,2
2,10,1,11,1,4,186.6218858510237,8,1,6,0,5,119.41004137076824,1,0,0,0,1,0,26,0,1,3,3,3,5.241670693952717,0,1,5,6,4,4.232820998765416,0,6.417920160550419,1.3962137600692703,-2.4494383768751185,72.90230878335991,0,Dropout,0
1,15,5,14,0,3,107.83914937401128,8,6,5,4,1,175.85760381451638,0,0,0,1,1,0,46,0,2,6,6,6,12.544351840312409,0,0,3,4,0,13.776404451419694,1,14.640525074932178,3.12347055175096,0.8040287513321646,63.7471141897784,0,Dropout,2
0,3,1,1,0,11,152.1977968495831,19,2,4,8,8,147.37657159330888,0,0,0,1,1,1,21,0,2,3,3,2,12.92243060379201,1,2,5,5,3,13.002310298651098,1,7.891355335531816,0.7344426977002565,0.5263715814964164,91.60677622457295,2,Graduate,0
0,10,1,5,0,3,95.25832725481854,15,5,6,6,8,121.84107713274643,0,0,0,0,1,1,49,0,0,3,4,3,17.7902777541497,1,0,6,7,6,17.06021763661285,1,7.726522302616179,2.4519972420161498,0.6888538531620985,82.46789730283763,2,Graduate,1
0,12,4,3,1,2,149.47990936720052,19,6,5,6,6,143.32728401887482,0,0,0,1,0,0,17,1,2,3,4,3,12.949664114716384,0,1,6,7,5,13.997689449677932,1,6.0,0.5891979846650068,0.6867766285188799,56.17414881397488,1,Enrolled,0
0,9,2,1,1,3,190.0,6,2,2,8,9,138.46123950819197,1,0,0,1,1,1,34,0,0,3,3,3,13.580713598836146,0,2,4,5,3,12.447877773441345,0,11.785121118157193,0.5059450051603207,-1.0108140346742711,54.18274726813311,0,Dropout,0
0,1,1,17,0,4,158.2549297463133,4,2,1,4,7,95.0,1,0,0,1,1,0,48,0,0,5,5,4,13.68945117496294,1,0,6,7,4,16.090183070266544,0,10.127451390318116,1.944986286213529,0.0812359330458464,63.23808022357928,1,Enrolled,1
0,13,1,12,0,10,164.43751776452407,7,2,2,4,9,96.7960770830368,0,0,0,1,0,0,27,0,2,3,3,3,11.368683585177116,1,1,6,7,4,14.180511503753175,0,6.0,2.957073281313761,2.6706703147412583,79.0724332933523,1,Enrolled,0
1,7,6,13,0,4,132.88618749790888,2,5,3,6,0,167.66936563150665,0,0,0,1,0,1,37,0,1,3,3,2,17.540306237291258,0,2,5,6,4,15.872621595987264,0,10.736880367666656,1.0400056188442235,2.338945583121006,41.61727877864119,0,Dropout,0
2,7,5,6,0,10,155.72990565083924,2,4,4,5,5,158.41526910517211,0,0,1,0,1,1,42,0,0,3,3,1,10.227062049127005,0,2,3,3,2,9.508992125754686,1,12.4826113032778,1.031553632111608,0.163677721208179,88.8303338571486,1,Enrolled,0
0,6,3,3,0,7,140.4704743007658,14,4,2,9,8,102.88675183861056,0,0,1,0,0,1,41,1,1,5,6,4,11.300931531069384,1,2,3,3,1,10.06556992854961,1,11.386402731698716,2.262278134894549,1.8533084050601671,78.36667027717283,0,Dropout,2
0,12,5,11,1,4,179.57119925607952,9,1,1,5,5,136.82833049905284,0,0,1,1,1,0,38,0,1,6,6,6,12.979222507359182,1,2,5,5,5,13.617360649219076,0,13.974131341181964,1.4872202975057462,0.9674704022792624,69.94045720266983,1,Enrolled,1
0,4,3,11,0,9,110.65402312394735,7,4,4,7,2,122.10737918196246,1,0,0,1,0,0,43,0,1,5,6,2,8.316814848127786,1,0,6,7,6,11.291955386560716,1,8.18702752060965,2.3160012188495447,0.2064699534019036,56.51830608696633,0,Dropout,1
0,10,3,10,0,8,161.1246548741369,5,2,5,3,1,167.22094413496154,0,0,0,1,1,1,29,0,0,5,6,5,19.178932247156133,1,0,5,5,4,14.710009807285465,0,15.303163172328368,-0.4504378008255736,3.043980334303864,70.26841253851352,2,Graduate,1
2,2,3,11,1,1,144.40946017568868,12,6,4,1,7,151.18922945222565,0,0,0,1,0,1,49,0,0,5,5,5,12.997005401504868,0,2,6,6,4,9.151248131070227,1,10.010931293505251,0.2527914117088972,-0.8107378480310106,63.009251152872864,0,Dropout,1
0,4,4,16,0,10,114.91825763277136,18,4,6,2,3,112.38487614611566,0,0,0,1,0,0,17,0,2,6,6,3,15.886125521727095,1,2,6,6,6,15.377311331262856,0,12.401485919521086,1.4260479937614696,1.3517539579548834,58.30546598775757,2,Graduate,1
0,15,4,10,0,1,128.96188571139686,19,5,1,9,0,143.0060208580992,0,0,0,1,1,1,37,0,0,3,4,3,9.648795996143903,0,0,6,7,3,9.813621733786816,0,13.83287726250848,2.0421865890393534,-2.1941421956080305,41.48864655946963,0,Dropout,0
1,6,2,12,1,6,99.7790891953399,16,6,4,3,7,138.97223169589927,0,0,1,1,1,0,22,0,2,3,4,2,15.491070287999342,0,0,3,3,3,12.83783744765789,1,17.94880641609375,1.3441661501510862,1.4489139508288864,91.77950662847589,2,Graduate,0
0,1,3,9,0,4,90.0,12,4,2,4,0,139.04070164264178,0,0,1,1,1,1,44,0,0,6,7,6,15.78808005953029,1,2,4,4,4,15.939930597851143,1,6.756497521564405,1.5958130562681452,-0.3880768926673552,80.75732638368024,2,Graduate,2
0,8,4,4,1,10,108.60980970523651,6,2,3,1,1,127.24701537397526,1,0,1,1,1,1,33,1,1,6,7,5,16.29304233395654,1,2,3,4,3,14.14065066631613,1,7.781708965759556,2.2278656796338723,0.1129172693948457,75.44490821406711,2,Graduate,2
0,13,7,15,0,6,126.46306240730894,1,4,2,7,0,140.62063385402163,0,0,0,1,1,0,21,0,0,4,5,3,19.667499441435865,0,0,6,7,3,18.250555867345515,0,10.56958365270515,0.0039772688192758,0.2759228332931276,87.03063118353032,2,Graduate,1
0,16,4,7,0,9,136.78612436564129,12,6,6,4,7,118.73075479147047,0,0,0,1,0,0,47,0,1,3,3,3,11.046170732455469,0,0,5,5,5,13.92024378391398,0,8.887422216945808,2.227646733882778,-3.1933298301821864,69.75891830319227,1,Enrolled,0
0,1,6,5,0,10,106.1847681550722,11,1,4,6,2,110.30480232288778,1,0,0,0,1,1,21,0,0,5,5,4,12.34673221790444,0,0,5,6,4,11.18889943525519,0,7.594646326992765,2.760739306810668,-2.105373190445551,67.39846337077248,1,Enrolled,1
0,2,6,15,0,5,128.0347342569327,11,4,6,8,8,108.83631289600224,1,0,0,1,1,1,19,0,1,5,6,3,10.04162848720027,0,0,6,7,6,8.839816437303735,0,6.0,1.088590125468566,2.2942146835971577,42.56441670305634,1,Enrolled,1
